zcta,label,state,pop_2011,pop_2024,pop_change,pop_pct,housing_units_2011,housing_units_2024,hu_change,hu_pct,density_2024,comparable,comparable_hu,boundary_changed,same_area_share
80434,"Jackson County, CO",CO,66,32,-34,-51.5,54,35,-19,-35.2,0.4,False,False,True,0.221
84528,"Huntington, UT",UT,2777,2752,-25,-0.9,1128,1071,-57,-5.1,11.3,True,True,True,0.714
85629,"Sahuarita, AZ",AZ,21181,31668,10487,49.5,8046,10598,2552,31.7,133.9,True,True,False,0.93
72515,"Fulton County, AR",AR,183,0,-183,-100.0,57,0,-57,-100.0,0.0,False,False,False,1.0
72521,"Cave City, AR",AR,4715,4910,195,4.1,2172,2249,77,3.5,41.4,True,True,False,0.984
76849,"Junction, TX",TX,4057,3584,-473,-11.7,2915,2203,-712,-24.4,4.4,True,True,False,0.906
48609,"Shields, MI",MI,12239,11966,-273,-2.2,5142,5527,385,7.5,266.8,True,True,False,0.985
48662,"Gratiot County, MI",MI,1510,1185,-325,-21.5,608,560,-48,-7.9,23.6,True,True,False,0.916
48451,"Linden, MI",MI,14378,16097,1719,12.0,5738,6080,342,6.0,472.6,True,True,False,0.941
48825,"East Lansing, MI",MI,14691,11295,-3396,-23.1,9,7,-2,-22.2,16430.2,True,False,False,0.875
38342,"Hollow Rock, TN",TN,1462,1183,-279,-19.1,633,577,-56,-8.8,35.1,True,True,False,0.91
37711,"Bulls Gap, TN",TN,4816,5644,828,17.2,2303,2607,304,13.2,108.3,True,True,False,0.965
22964,"Nelson County, VA",VA,146,99,-47,-32.2,210,71,-139,-66.2,27.5,False,False,True,0.681
49878,"Rapid River, MI",MI,3490,3329,-161,-4.6,2967,2484,-483,-16.3,7.3,True,True,False,0.971
82443,"Lucerne, WY",WY,4614,4533,-81,-1.8,2408,2411,3,0.1,4.3,True,True,False,0.967
28717,"Cashiers, NC",NC,2029,1265,-764,-37.7,2805,2241,-564,-20.1,34.8,True,True,False,0.98
82510,"Ethete, WY",WY,478,875,397,83.1,133,262,129,97.0,13.7,False,False,True,0.287
24325,"Carroll County, VA",VA,1311,979,-332,-25.3,741,741,0,0.0,20.4,False,True,False,0.939
23163,"Mathews County, VA",VA,406,78,-328,-80.8,326,124,-202,-62.0,51.1,False,False,True,0.666
59412,"Riceville, MT",MT,1724,1685,-39,-2.3,777,837,60,7.7,4.4,True,True,False,0.95
29168,"Wedgefield, SC",SC,2991,2903,-88,-2.9,1358,1546,188,13.8,37.2,True,True,False,0.998
61475,"Sciota, IL",IL,363,180,-183,-50.4,123,94,-29,-23.6,5.3,False,False,False,0.873
46556,"Notre Dame, IN",IN,7405,8344,939,12.7,103,296,193,187.4,5066.8,True,False,False,0.805
39652,"Magnolia, MS",MS,8477,7259,-1218,-14.4,3903,3831,-72,-1.8,46.3,True,True,False,0.965
42712,"Big Clifty, KY",KY,1678,1714,36,2.1,860,928,68,7.9,31.5,True,True,False,0.907
56481,"Verndale, MN",MN,1973,2255,282,14.3,936,1015,79,8.4,16.0,True,True,False,0.985
76939,"Tom Green County, TX",TX,44,0,-44,-100.0,21,30,9,42.9,0.0,False,False,False,0.875
83843,"Moscow, ID",ID,25556,26591,1035,4.0,11397,12347,950,8.3,223.5,True,True,False,0.988
98840,"Okanogan, WA",WA,5041,4892,-149,-3.0,2275,2235,-40,-1.8,9.2,True,True,True,0.723
98903,"Ahtanum, WA",WA,14549,19445,4896,33.7,5468,6765,1297,23.7,101.0,True,True,False,0.996
73450,"Milburn, OK",OK,1276,1562,286,22.4,628,700,72,11.5,17.5,True,True,False,0.88
00912,"San Juan zona urbana, PR",PR,6724,5845,-879,-13.1,3643,3916,273,7.5,15761.3,True,True,False,0.888
87455,"Newcomb, NM",NM,1602,1480,-122,-7.6,838,734,-104,-12.4,3.6,True,True,True,0.56
72553,"Magness, AR",AR,32,112,80,250.0,21,48,27,128.6,272.4,False,False,False,0.799
76268,"Southmayd, TX",TX,168,243,75,44.6,99,106,7,7.1,382.2,False,False,False,0.825
99109,"Chewelah, WA",WA,4853,4981,128,2.6,2422,2653,231,9.5,16.0,True,True,False,0.891
87461,"Sanostee, NM",NM,1314,1307,-7,-0.5,907,684,-223,-24.6,5.4,True,True,False,0.76
00925,"San Juan zona urbana, PR",PR,6567,4882,-1685,-25.7,3893,4824,931,23.9,10953.3,True,True,False,1.0
97358,"Lyons, OR",OR,2456,2356,-100,-4.1,1071,1053,-18,-1.7,26.7,True,True,False,0.752
84631,"Fillmore, UT",UT,3044,3196,152,5.0,1208,1065,-143,-11.8,25.3,True,True,False,0.907
72601,"Harrison, AR",AR,31041,31370,329,1.1,13693,14121,428,3.1,85.8,True,True,False,0.965
71068,"Ringgold, LA",LA,3489,3482,-7,-0.2,2106,1911,-195,-9.3,24.2,True,True,False,0.986
49774,"Chippewa County, MI",MI,1683,1999,316,18.8,1113,1170,57,5.1,13.1,True,True,False,0.978
48768,"Vassar, MI",MI,9931,9109,-822,-8.3,4250,4146,-104,-2.4,86.0,True,True,False,0.974
57356,"Lakeview Colony, SD",SD,1668,1959,291,17.4,772,823,51,6.6,11.6,True,True,False,0.874
51001,"Akron, IA",IA,2348,2342,-6,-0.3,1050,1125,75,7.1,14.2,True,True,False,0.842
27016,"Danbury, NC",NC,1780,1900,120,6.7,936,1102,166,17.7,42.5,True,True,False,0.86
29009,"Bethune, SC",SC,2489,2451,-38,-1.5,1194,1157,-37,-3.1,21.9,True,True,False,0.928
43138,"Logan, OH",OH,19036,18906,-130,-0.7,8443,8259,-184,-2.2,107.5,True,True,False,0.972
43142,"Milledgeville, OH",OH,105,107,2,1.9,59,45,-14,-23.7,1200.4,False,False,False,0.788
58338,"Alsen, ND",ND,92,106,14,15.2,79,77,-2,-2.5,1.3,False,False,False,0.858
59725,"Dillon, MT",MT,7709,8343,634,8.2,3814,3875,61,1.6,4.3,True,True,False,0.962
50842,"Cromwell, IA",IA,62,99,37,59.7,35,50,15,42.9,383.0,False,False,False,1.0
30821,"Norwood, GA",GA,964,1096,132,13.7,483,626,143,29.6,9.9,False,True,False,0.913
39669,"Woodville, MS",MS,5796,3929,-1867,-32.2,3135,2548,-587,-18.7,9.0,True,True,False,0.958
56501,"Detroit Lakes, MN",MN,16356,18004,1648,10.1,9823,10291,468,4.8,96.3,True,True,False,0.947
59450,"Highwood, MT",MT,566,503,-63,-11.1,287,270,-17,-5.9,1.4,False,False,False,0.964
47584,"Spurgeon, IN",IN,123,149,26,21.1,83,74,-9,-10.8,497.6,False,False,True,0.414
59456,"Camrose Colony, MT",MT,137,392,255,186.1,75,136,61,81.3,0.9,False,False,False,0.857
47983,"Stockwell, IN",IN,403,255,-148,-36.7,92,136,44,47.8,2190.1,False,False,False,0.937
37187,"White Bluff, TN",TN,6597,7988,1391,21.1,2735,3352,617,22.6,112.3,True,True,False,0.99
60457,"Hickory Hills, IL",IL,14002,14503,501,3.6,5411,5740,329,6.1,4627.5,True,True,False,0.919
30470,"Tarrytown, GA",GA,587,640,53,9.0,250,337,87,34.8,15.7,False,False,True,0.695
52164,"Randalia, IA",IA,169,187,18,10.7,78,86,8,10.3,7.4,False,False,False,0.938
81424,"Nucla, CO",CO,1094,1079,-15,-1.4,597,622,25,4.2,3.2,True,True,False,0.918
81428,"Paonia, CO",CO,3733,3788,55,1.5,1900,2157,257,13.5,20.0,True,True,False,0.941
72959,"Winslow, AR",AR,3207,2972,-235,-7.3,1360,1577,217,16.0,14.9,True,True,False,0.842
86047,"Winslow West, AZ",AZ,15195,13899,-1296,-8.5,5421,4798,-623,-11.5,8.3,True,True,False,0.845
99329,"Dixie, WA",WA,117,127,10,8.5,61,58,-3,-4.9,249.1,False,False,True,0.288
99348,"Prescott, WA",WA,2011,1633,-378,-18.8,631,686,55,8.7,3.1,True,True,False,0.964
99401,"Anatone, WA",WA,204,163,-41,-20.1,204,91,-113,-55.4,0.9,False,False,False,0.993
72058,"Greenbrier, AR",AR,15676,18880,3204,20.4,6487,7385,898,13.8,120.0,True,True,False,0.978
80487,"Steamboat Springs, CO",CO,15542,18525,2983,19.2,11540,13552,2012,17.4,23.3,True,True,False,0.863
72074,"Hunter, AR",AR,120,100,-20,-16.7,84,45,-39,-46.4,8.9,False,False,False,1.0
88256,"Loving, NM",NM,1851,1935,84,4.5,728,909,181,24.9,4.0,True,True,False,0.996
72645,"Dennard, AR",AR,1283,1306,23,1.8,1012,936,-76,-7.5,8.5,True,True,False,0.958
81059,"Las Animas County, CO",CO,326,61,-265,-81.3,147,85,-62,-42.2,0.1,False,False,False,0.903
85739,"Saddlebrooke, AZ",AZ,17642,18478,836,4.7,9639,9841,202,2.1,72.3,True,True,True,0.726
71409,"Alexandria, LA",LA,6952,6135,-817,-11.8,2975,2956,-19,-0.6,44.9,True,True,False,0.939
71441,"Caldwell Parish, LA",LA,448,784,336,75.0,326,270,-56,-17.2,15.2,False,False,False,0.849
81630,"De Beque, CO",CO,871,1058,187,21.5,448,437,-11,-2.5,0.8,False,True,False,0.991
75009,"Celina, TX",TX,8418,34260,25842,307.0,3088,11260,8172,264.6,347.1,True,True,False,0.954
87524,"Costilla, NM",NM,107,450,343,320.6,152,172,20,13.2,104.8,False,False,False,0.956
81077,"Swink, CO",CO,418,568,150,35.9,250,285,35,14.0,256.1,False,False,True,0.097
49456,"Ferrysburg, MI",MI,18862,19931,1069,5.7,8986,9678,692,7.7,787.4,True,True,False,0.964
48849,"Lake Odessa, MI",MI,5655,5723,68,1.2,2449,2201,-248,-10.1,68.4,True,True,False,0.962
48035,"St. Clair Shores, MI",MI,34695,33569,-1126,-3.2,15403,15587,184,1.2,3818.6,True,True,False,1.0
37301,"Altamont, TN",TN,1593,1528,-65,-4.1,650,757,107,16.5,25.0,True,True,False,0.825
60041,"Fox Lake, IL",IL,8792,9024,232,2.6,3708,3872,164,4.4,944.6,True,True,False,0.936
31524,"Glynn County, GA",GA,0,0,0,,0,0,0,,0.0,False,False,False,0.929
37027,"Brentwood, TN",TN,48067,61630,13563,28.2,17941,23601,5660,31.5,1081.1,True,True,False,0.954
27043,"Pinnacle, NC",NC,6428,6295,-133,-2.1,2861,2981,120,4.2,92.0,True,True,False,0.979
31815,"Lumpkin, GA",GA,3420,2792,-628,-18.4,1384,1019,-365,-26.4,11.0,True,True,False,0.883
57421,"Marshall County, SD",SD,51,75,24,47.1,56,26,-30,-53.6,2.2,False,False,False,0.956
55772,"Nett Lake, MN",MN,72,77,5,6.9,37,42,5,13.5,374.4,False,False,False,0.929
47160,"New Middletown, IN",IN,171,55,-116,-67.8,59,25,-34,-57.6,130.5,False,False,True,0.083
31003,"Allentown, GA",GA,188,174,-14,-7.4,105,104,-1,-1.0,107.8,False,False,False,0.982
27055,"Yadkinville, NC",NC,13849,14674,825,6.0,6251,6134,-117,-1.9,131.9,True,True,False,0.938
33493,"South Bay, FL",FL,4901,5158,257,5.2,1049,964,-85,-8.1,21.1,True,True,True,0.248
29356,"Landrum, SC",SC,7807,8946,1139,14.6,4178,4511,333,8.0,109.0,True,True,False,0.981
57467,"Orient, SD",SD,300,410,110,36.7,150,161,11,7.3,2.0,False,False,False,0.931
30512,"Blairsville, GA",GA,19583,24929,5346,27.3,12848,13841,993,7.7,112.4,True,True,False,0.988
88321,"Encino, NM",NM,99,373,274,276.8,156,157,1,0.6,0.4,False,False,False,0.824
92337,"Fontana, CA",CA,35737,36026,289,0.8,9621,9656,35,0.4,2629.9,True,True,False,0.999
81647,"New Castle, CO",CO,6715,6882,167,2.5,2543,2868,325,12.8,24.2,True,True,False,0.979
70056,"Terrytown, LA",LA,38379,40348,1969,5.1,15219,15667,448,2.9,5964.9,True,True,False,0.998
84031,"Duchesne County, UT",UT,201,149,-52,-25.9,383,272,-111,-29.0,0.3,False,False,True,0.468
87548,"Medanales, NM",NM,1158,1024,-134,-11.6,421,395,-26,-6.2,219.2,True,False,False,0.999
97869,"Prairie City, OR",OR,1124,838,-286,-25.4,680,523,-157,-23.1,2.9,False,True,False,0.988
71202,"Monroe, LA",LA,31061,25444,-5617,-18.1,10875,11036,161,1.5,220.4,True,True,False,0.998
85931,"Forest Lakes, AZ",AZ,147,210,63,42.9,1037,1008,-29,-2.8,0.7,False,True,False,0.959
73029,"Cyril, OK",OK,1749,1525,-224,-12.8,854,687,-167,-19.6,35.7,True,True,False,0.976
89049,"Tonopah, NV",NV,3359,2723,-636,-18.9,1830,1507,-323,-17.7,1.1,True,True,True,0.553
87569,"San Miguel County, NM",NM,309,389,80,25.9,216,190,-26,-12.0,4.8,False,False,False,0.862
91330,"Los Angeles, CA",CA,794,2512,1718,216.4,26,17,-9,-34.6,5031.8,False,False,True,0.675
85337,"Gila Bend, AZ",AZ,2345,2041,-304,-13.0,929,856,-73,-7.9,5.8,True,True,False,0.897
87577,"Rio Arriba County, NM",NM,37,711,674,1821.6,83,408,325,391.6,2.2,False,False,False,0.867
75773,"Mineola, TX",TX,12171,14230,2059,16.9,5645,6331,686,12.2,80.4,True,True,False,0.957
97911,"Juntura, OR",OR,50,42,-8,-16.0,50,46,-4,-8.0,0.1,False,False,False,0.829
48455,"Metamora, MI",MI,7891,8532,641,8.1,3339,3261,-78,-2.3,132.2,True,True,False,0.95
49622,"Central Lake, MI",MI,2594,2634,40,1.5,2059,1906,-153,-7.4,58.3,True,True,False,0.985
48050,"Macomb County, MI",MI,1365,1338,-27,-2.0,590,576,-14,-2.4,72.0,True,True,False,1.0
61373,"North Utica, IL",IL,2084,2123,39,1.9,899,927,28,3.1,45.1,True,True,False,0.97
27288,"Eden, NC",NC,24196,22926,-1270,-5.2,11627,11218,-409,-3.5,321.0,True,True,False,0.943
57724,"Camp Crook, SD",SD,334,167,-167,-50.0,117,119,2,1.7,0.5,False,False,True,0.67
31021,"Dublin, GA",GA,28501,28190,-311,-1.1,12565,12736,171,1.4,120.7,True,True,False,0.966
61264,"Milan, IL",IL,10517,10073,-444,-4.2,4846,5170,324,6.7,146.3,True,True,False,0.979
29046,"Elliott, SC",SC,386,22,-364,-94.3,125,43,-82,-65.6,55.7,False,False,False,1.0
31543,"Hortense, GA",GA,4181,4935,754,18.0,1862,2497,635,34.1,29.9,True,True,True,0.719
59520,"Big Sandy, MT",MT,1174,1261,87,7.4,649,530,-119,-18.3,1.1,True,True,False,0.968
58065,"Pillsbury, ND",ND,26,10,-16,-61.5,16,10,-6,-37.5,2.4,False,False,False,0.951
49717,"Cheboygan County, MI",MI,47,43,-4,-8.5,128,89,-39,-30.5,34.0,False,False,True,0.724
27540,"Holly Springs, NC",NC,27037,47771,20734,76.7,9644,16923,7279,75.5,995.4,True,True,False,0.909
27541,"Person County, NC",NC,3930,3399,-531,-13.5,1791,1764,-27,-1.5,49.0,True,True,False,0.97
49721,"Cheboygan, MI",MI,14688,13891,-797,-5.4,8882,8528,-354,-4.0,52.1,True,True,False,0.95
32570,"Munson, FL",FL,27884,37197,9313,33.4,12578,15666,3088,24.6,123.6,True,True,False,0.98
63047,"Jefferson County, MO",MO,0,0,0,,0,0,0,,0.0,False,False,False,1.0
31024,"Eatonton, GA",GA,20720,21601,881,4.3,12139,12771,632,5.2,66.5,True,True,False,0.998
59032,"Ayers Ranch Colony, MT",MT,377,409,32,8.5,217,286,69,31.8,0.7,False,False,True,0.74
33167,"Westview, FL",FL,19096,23768,4672,24.5,6047,7156,1109,18.3,5630.7,True,True,False,0.98
27110,"Winston-Salem, NC",NC,1447,2181,734,50.7,0,0,0,,11928.8,True,False,False,1.0
29325,"Clinton, SC",SC,15051,14362,-689,-4.6,6212,6351,139,2.2,91.3,True,True,False,0.949
55924,"Claremont, MN",MN,1406,1170,-236,-16.8,588,515,-73,-12.4,15.2,True,True,False,0.96
88421,"San Miguel County, NM",NM,0,0,0,,29,0,-29,-100.0,0.0,False,False,False,0.756
71232,"Delhi, LA",LA,7065,5768,-1297,-18.4,3043,2863,-180,-5.9,23.3,True,True,False,0.968
92173,"San Diego, CA",CA,28055,27585,-470,-1.7,7868,8396,528,6.7,9586.7,True,True,False,1.0
67545,"Hudson, KS",KS,279,206,-73,-26.2,146,106,-40,-27.4,4.4,False,False,False,0.93
85343,"Buckeye, AZ",AZ,100,18,-82,-82.0,54,63,9,16.7,2.8,False,False,False,0.97
97424,"Cottage Grove, OR",OR,17220,18357,1137,6.6,7363,7877,514,7.0,74.6,True,True,False,0.928
87733,"Mosquero, NM",NM,231,70,-161,-69.7,149,96,-53,-35.6,0.2,False,False,False,0.983
71260,"Marion, LA",LA,3735,3151,-584,-15.6,1942,1527,-415,-21.4,11.0,True,True,False,0.978
71268,"Quitman, LA",LA,2278,2437,159,7.0,1213,1200,-13,-1.1,20.0,True,True,False,0.948
75846,"Jewett, TX",TX,2771,2741,-30,-1.1,1424,1514,90,6.3,17.9,True,True,False,0.89
69355,"Melbeta, NE",NE,93,146,53,57.0,52,71,19,36.5,1520.3,False,False,False,0.955
69360,"Rushville, NE",NE,1465,1078,-387,-26.4,773,631,-142,-18.4,3.2,True,True,False,0.947
90067,"Los Angeles, CA",CA,2468,3875,1407,57.0,2001,2592,591,29.5,9008.3,True,True,False,0.763
90073,"Los Angeles County, CA",CA,560,1079,519,92.7,0,4,4,,2011.4,False,False,True,0.627
73624,"Burns Flat, OK",OK,2545,1874,-671,-26.4,1036,900,-136,-13.1,372.1,True,True,False,1.0
87743,"Roy, NM",NM,332,475,143,43.1,266,309,43,16.2,0.8,False,False,False,0.801
87752,"Wagon Mound, NM",NM,570,642,72,12.6,366,389,23,6.3,0.8,False,False,False,0.954
07052,"Pleasantdale, NJ",NJ,45920,48620,2700,5.9,16980,17888,908,5.3,4046.0,True,True,False,1.0
08857,"Old Bridge, NJ",NJ,39129,40891,1762,4.5,14684,16301,1617,11.0,1700.4,True,True,False,0.98
08701,"Lakewood, NJ",NJ,89949,139149,49200,54.7,27747,33874,6127,22.1,5625.4,True,True,False,0.995
07307,"Jersey City, NJ",NJ,44114,42645,-1469,-3.3,17592,19260,1668,9.5,22436.0,True,True,False,0.978
61843,"Fisher, IL",IL,2211,1934,-277,-12.5,923,841,-82,-8.9,52.6,True,True,False,0.986
61761,"Normal, IL",IL,52648,54075,1427,2.7,19495,22382,2887,14.8,1270.4,True,True,False,0.893
28698,"Cove Creek, NC",NC,2543,2320,-223,-8.8,1430,1222,-208,-14.5,89.7,True,True,False,0.934
36280,"Morrison Crossroads, AL",AL,4548,4576,28,0.6,2078,2216,138,6.6,37.9,True,True,False,0.972
59036,"Harlowton, MT",MT,1280,1530,250,19.5,897,823,-74,-8.2,2.2,True,True,False,0.779
31555,"Odum, GA",GA,2873,2926,53,1.8,1304,1236,-68,-5.2,20.3,True,True,False,0.915
31557,"Offerman, GA",GA,3502,3687,185,5.3,1457,1471,14,1.0,32.6,True,True,False,0.927
36728,"Catherine, AL",AL,349,998,649,186.0,226,411,185,81.9,8.6,False,False,True,0.737
61329,"Ladd, IL",IL,1449,1356,-93,-6.4,690,637,-53,-7.7,636.2,True,True,True,0.494
36740,"Forkland, AL",AL,1481,936,-545,-36.8,926,529,-397,-42.9,14.1,False,True,False,1.0
43321,"Fulton, OH",OH,302,378,76,25.2,102,159,57,55.9,2470.4,False,False,False,1.0
29378,"Saxon, SC",SC,176,261,85,48.3,89,179,90,101.1,2499.6,False,False,True,0.709
63933,"Campbell, MO",MO,3843,3049,-794,-20.7,1904,1435,-469,-24.6,29.9,True,True,False,0.943
30557,"Martin, GA",GA,3876,4756,880,22.7,2446,2553,107,4.4,81.8,True,True,False,0.903
52351,"Walford, IA",IA,1595,1329,-266,-16.7,492,468,-24,-4.9,720.4,True,True,True,0.443
36313,"Geneva County, AL",AL,279,172,-107,-38.4,135,149,14,10.4,49.3,False,False,False,1.0
59050,"Lodge Grass, MT",MT,1611,1338,-273,-16.9,540,410,-130,-24.1,1.8,True,True,False,0.809
37066,"Gallatin, TN",TN,42238,64650,22412,53.1,18051,27144,9093,50.4,555.7,True,True,False,0.967
56591,"White Earth, MN",MN,113,429,316,279.6,37,210,173,467.6,159.8,False,False,True,0.315
20106,"Rappahannock County, VA",VA,5606,4297,-1309,-23.3,2052,1803,-249,-12.1,80.4,True,True,False,0.99
37330,"Estill Springs, TN",TN,7026,7204,178,2.5,3050,3222,172,5.6,185.4,True,True,False,0.87
36373,"Henry County, AL",AL,566,493,-73,-12.9,305,415,110,36.1,8.1,False,False,False,0.983
15742,"Glen Campbell, PA",PA,1009,929,-80,-7.9,441,414,-27,-6.1,32.5,False,True,False,0.805
07032,"Kearny, NJ",NJ,40406,40614,208,0.5,14319,15367,1048,7.3,4592.1,True,True,False,1.0
07003,"Brookdale, NJ",NJ,47148,53771,6623,14.0,19358,21778,2420,12.5,10109.2,True,True,False,0.995
07848,"Ross Corner, NJ",NJ,4984,4257,-727,-14.6,1712,1653,-59,-3.4,185.8,True,True,False,0.989
08512,"Cranbury, NJ",NJ,10133,12928,2795,27.6,4264,5167,903,21.2,566.9,True,True,False,0.911
60047,"Long Grove, IL",IL,41657,44240,2583,6.2,13742,15972,2230,16.2,1268.6,True,True,False,0.99
60119,"Elburn, IL",IL,9569,11381,1812,18.9,3477,4616,1139,32.8,229.6,True,True,False,0.99
60546,"Riverside, IL",IL,15736,16322,586,3.7,6553,7028,475,7.2,4095.3,True,True,False,0.97
36759,"Dallas County, AL",AL,1497,1166,-331,-22.1,822,820,-2,-0.2,5.5,True,True,False,0.878
58205,"Grand Forks AFB, ND",ND,311,153,-158,-50.8,0,9,9,,24.4,False,False,True,0.026
20112,"Buckhall, VA",VA,25046,30500,5454,21.8,8131,9657,1526,18.8,900.1,True,True,False,0.983
63866,"Marston, MO",MO,566,409,-157,-27.7,253,209,-44,-17.4,105.7,False,False,False,0.945
27523,"Apex, NC",NC,8691,20269,11578,133.2,3771,8450,4679,124.1,526.0,True,True,False,0.952
39475,"Purvis, MS",MS,12068,14530,2462,20.4,4970,6014,1044,21.0,91.7,True,True,False,0.975
32970,"Wabasso, FL",FL,486,174,-312,-64.2,245,165,-80,-32.7,176.2,False,False,False,0.831
60948,"Loda, IL",IL,1556,1660,104,6.7,791,853,62,7.8,33.5,True,True,False,0.926
