zcta,label,state,pop_2011,pop_2024,pop_change,pop_pct,housing_units_2011,housing_units_2024,hu_change,hu_pct,density_2024,comparable,comparable_hu,boundary_changed,same_area_share
15301,"Washington, PA",PA,48980,50348,1368,2.8,22049,24339,2290,10.4,412.8,True,True,False,0.976
15658,"Ligonier, PA",PA,8564,8115,-449,-5.2,4627,4679,52,1.1,88.1,True,True,False,0.972
15601,"Greensburg, PA",PA,60278,56425,-3853,-6.4,27132,26232,-900,-3.3,699.7,True,True,False,0.976
18843,"Susquehanna County, PA",PA,190,345,155,81.6,105,150,45,42.9,246.8,False,False,True,0.476
30114,"Canton, GA",GA,47934,62391,14457,30.2,18960,23065,4105,21.7,655.4,True,True,False,0.975
30281,"Stockbridge, GA",GA,62338,71603,9265,14.9,26118,29423,3305,12.7,1033.7,True,True,False,0.989
31044,"Jeffersonville, GA",GA,2773,3082,309,11.1,1426,1590,164,11.5,20.4,True,True,False,0.913
31419,"Savannah, GA",GA,52173,57077,4904,9.4,22588,25098,2510,11.1,782.9,True,True,False,0.829
30137,"Emerson, GA",GA,1603,1709,106,6.6,700,616,-84,-12.0,535.5,True,True,False,0.828
30184,"Cartersville, GA",GA,6847,7093,246,3.6,2618,2483,-135,-5.2,93.1,True,True,False,0.807
31519,"Broxton, GA",GA,3350,3126,-224,-6.7,1597,1668,71,4.4,25.2,True,True,False,0.958
30427,"Glennville, GA",GA,11183,12531,1348,12.1,4478,4896,418,9.3,54.3,True,True,False,0.97
30824,"Thomson, GA",GA,16516,17327,811,4.9,6981,7652,671,9.6,90.4,True,True,False,0.997
89421,"Fort McDermitt, OR",OR,612,330,-282,-46.1,296,209,-87,-29.4,0.4,False,False,False,0.817
48225,"Harper Woods, MI",MI,14680,16098,1418,9.7,6810,6294,-516,-7.6,6021.2,True,True,False,0.986
08072,"Quinton, NJ",NJ,212,164,-48,-22.6,80,79,-1,-1.2,462.1,False,False,True,0.475
07821,"Hopatcong, NJ",NJ,9632,9662,30,0.3,3809,3850,41,1.1,225.8,True,True,False,0.965
08820,"South Plainfield, NJ",NJ,38447,39978,1531,4.0,12755,13458,703,5.5,3832.6,True,True,False,0.994
63556,"Milan, MO",MO,3530,3196,-334,-9.5,1631,1592,-39,-2.4,13.2,True,True,False,0.941
63456,"Monroe City, MO",MO,3742,4749,1007,26.9,2108,2451,343,16.3,26.1,True,True,False,0.972
98563,"Montesano, WA",WA,8152,7604,-548,-6.7,3496,3599,103,2.9,18.3,True,True,False,0.871
64083,"Raymore, MO",MO,20064,26201,6137,30.6,7720,10553,2833,36.7,1020.3,True,True,False,0.995
65667,"Hartville, MO",MO,3364,3250,-114,-3.4,1458,1313,-145,-9.9,17.7,True,True,False,0.958
65041,"Hermann, MO",MO,5530,5626,96,1.7,3374,2999,-375,-11.1,23.5,True,True,False,0.96
59010,"Treasure County, MT",MT,58,220,162,279.3,68,93,25,36.8,0.6,False,False,False,0.856
59432,"Dupuyer, MT",MT,169,170,1,0.6,83,96,13,15.7,0.9,False,False,True,0.23
37705,"Norris, TN",TN,4521,5239,718,15.9,2230,2430,200,9.0,117.5,True,True,False,0.956
38464,"Lawrenceburg, TN",TN,22839,23504,665,2.9,9948,10317,369,3.7,87.1,True,True,False,0.975
37327,"Dunlap, TN",TN,10910,13480,2570,23.6,4844,5526,682,14.1,70.4,True,True,False,0.956
37064,"Franklin, TN",TN,48318,67513,19195,39.7,18850,25718,6868,36.4,366.9,True,True,False,0.93
38501,"Cookeville, TN",TN,36571,42471,5900,16.1,17098,19357,2259,13.2,487.7,True,True,False,0.994
37385,"Tellico Plains, TN",TN,8447,9015,568,6.7,4276,4391,115,2.7,33.7,True,True,False,0.909
37185,"Waverly, TN",TN,8858,9072,214,2.4,4609,4903,294,6.4,40.4,True,True,False,0.989
37847,"Jellico, TN",TN,2820,2513,-307,-10.9,1218,1128,-90,-7.4,17.2,True,True,False,0.841
37032,"Cedar Hill, TN",TN,4306,5453,1147,26.6,1726,2359,633,36.7,69.0,True,True,False,0.968
28560,"New Bern, NC",NC,28526,28661,135,0.5,13454,14321,867,6.4,233.8,True,True,False,0.884
62663,"Manchester, IL",IL,452,197,-255,-56.4,196,106,-90,-45.9,286.0,False,False,False,1.0
60091,"Wilmette, IL",IL,27008,27333,325,1.2,10041,10630,589,5.9,5116.6,True,True,False,0.995
40014,"Crestwood, KY",KY,20149,23101,2952,14.7,7334,8302,968,13.2,443.6,True,True,False,0.966
41701,"Hazard, KY",KY,16488,17453,965,5.9,7549,8093,544,7.2,124.3,True,True,False,0.91
40828,"Ages, KY",KY,3360,4280,920,27.4,1508,1925,417,27.7,84.5,True,True,False,0.916
40330,"Harrodsburg, KY",KY,19601,21250,1649,8.4,9189,9674,485,5.3,96.3,True,True,False,0.984
41041,"Flemingsburg, KY",KY,7749,7750,1,0.0,3546,3522,-24,-0.7,72.5,True,True,False,0.921
42256,"Lewisburg, KY",KY,5218,5124,-94,-1.8,2505,2984,479,19.1,26.0,True,True,False,0.942
41314,"Booneville, KY",KY,5248,4049,-1199,-22.8,2577,2104,-473,-18.4,22.7,True,True,False,0.997
42160,"Park City, KY",KY,2189,2822,633,28.9,911,927,16,1.8,43.7,True,True,True,0.58
42323,"Beechmont, KY",KY,909,852,-57,-6.3,407,315,-92,-22.6,578.0,False,False,False,0.978
53516,"Blanchardville, WI",WI,1885,2238,353,18.7,921,1045,124,13.5,25.8,True,True,False,0.951
54868,"Rice Lake, WI",WI,15598,16323,725,4.6,7770,7583,-187,-2.4,77.0,True,True,False,0.987
54806,"Ashland, WI",WI,11594,11704,110,0.9,5488,5510,22,0.4,40.5,True,True,False,0.9
54634,"Hillsboro, WI",WI,4447,4484,37,0.8,1924,1906,-18,-0.9,31.9,True,True,False,0.983
53934,"Dellwood, WI",WI,4421,4520,99,2.2,3964,4385,421,10.6,37.2,True,True,False,0.972
44615,"Carrollton, OH",OH,11715,10041,-1674,-14.3,5188,5220,32,0.6,69.7,True,True,False,0.964
45205,"Cincinnati, OH",OH,21398,18651,-2747,-12.8,9909,7964,-1945,-19.6,6663.5,True,True,False,0.986
50477,"Swaledale, IA",IA,318,250,-68,-21.4,159,121,-38,-23.9,13.2,False,False,False,0.986
50478,"Thompson, IA",IA,1022,737,-285,-27.9,434,455,21,4.8,9.6,False,True,False,0.939
55923,"Chatfield, MN",MN,4481,4375,-106,-2.4,1862,1761,-101,-5.4,34.7,True,True,False,0.953
55003,"Bayport, MN",MN,3465,3905,440,12.7,1395,1170,-225,-16.1,1879.7,True,True,False,0.997
55962,"Rushford Village, MN",MN,769,756,-13,-1.7,449,374,-75,-16.7,12.0,False,False,False,0.988
64137,"Kansas City, MO",MO,11802,9422,-2380,-20.2,4645,4730,85,1.8,1632.7,True,True,False,0.995
58481,"Spiritwood, ND",ND,319,165,-154,-48.3,202,102,-100,-49.5,1.2,False,False,False,0.889
99762,"Nome, AK",AK,3854,4156,302,7.8,2156,1919,-237,-11.0,2.4,True,True,False,0.997
99611,"Nikiski, AK",AK,15455,16510,1055,6.8,7086,7209,123,1.7,31.3,True,True,True,0.619
07311,"Jersey City, NJ",NJ,361,1714,1353,374.8,270,1132,862,319.3,31935.4,False,False,True,0.617
08863,"Fords, NJ",NJ,12403,12771,368,3.0,4755,4810,55,1.2,7460.1,True,True,False,0.976
85936,"St. Johns, AZ",AZ,4159,3909,-250,-6.0,1719,1264,-455,-26.5,3.5,True,True,False,0.856
85324,"Black Canyon City, AZ",AZ,2575,2181,-394,-15.3,1574,1262,-312,-19.8,6.7,True,True,False,0.857
32780,"Titusville, FL",FL,34290,40064,5774,16.8,17874,19735,1861,10.4,588.1,True,True,False,0.865
33980,"Port Charlotte, FL",FL,10142,13120,2978,29.4,6928,8107,1179,17.0,1433.2,True,True,False,0.996
46617,"South Bend, IN",IN,10182,10032,-150,-1.5,4497,5696,1199,26.7,3830.7,True,True,False,0.979
47601,"Boonville, IN",IN,14310,13258,-1052,-7.4,5993,5919,-74,-1.2,104.1,True,True,False,0.966
47306,"Muncie, IN",IN,5227,3796,-1431,-27.4,0,0,0,,14353.4,True,False,False,0.759
46173,"Rushville, IN",IN,11511,10440,-1071,-9.3,4815,4477,-338,-7.0,46.3,True,True,False,0.98
46738,"Garrett, IN",IN,7679,8533,854,11.1,3191,3920,729,22.8,327.7,True,True,False,0.992
24558,"Mountain Road, VA",VA,6731,6458,-273,-4.1,3229,3284,55,1.7,68.0,True,True,False,0.878
24483,"Rockbridge County, VA",VA,991,475,-516,-52.1,525,378,-147,-28.0,6.7,False,False,False,0.904
23917,"Boydton, VA",VA,3850,2422,-1428,-37.1,1781,1713,-68,-3.8,22.4,True,True,False,0.992
23185,"Williamsburg, VA",VA,45450,55270,9820,21.6,20127,22873,2746,13.6,965.6,True,True,False,0.912
16238,"Manorville, PA",PA,375,402,27,7.2,192,172,-20,-10.4,3990.1,False,False,False,0.908
16101,"New Castle, PA",PA,34216,30767,-3449,-10.1,15488,14698,-790,-5.1,444.4,True,True,False,0.967
15211,"Pittsburgh, PA",PA,11549,10728,-821,-7.1,6414,6816,402,6.3,6772.5,True,True,False,0.97
97479,"Sutherlin, OR",OR,9312,10447,1135,12.2,4003,5128,1125,28.1,154.8,True,True,False,0.926
16054,"St. Petersburg, PA",PA,386,333,-53,-13.7,191,168,-23,-12.0,203.1,False,False,False,1.0
39305,"Meridian, MS",MS,20285,21638,1353,6.7,8931,9446,515,5.8,218.3,True,True,False,0.985
39153,"Raleigh, MS",MS,3719,2968,-751,-20.2,1535,1463,-72,-4.7,19.5,True,True,False,0.973
38863,"Pontotoc, MS",MS,20299,19046,-1253,-6.2,8390,8511,121,1.4,65.7,True,True,False,0.933
38703,"Greenville, MS",MS,14139,11028,-3111,-22.0,5779,5264,-515,-8.9,77.8,True,True,False,0.824
38858,"Nettleton, MS",MS,6883,5442,-1441,-20.9,3131,2857,-274,-8.8,44.7,True,True,False,0.985
38611,"Byhalia, MS",MS,16420,16537,117,0.7,6442,7379,937,14.5,86.3,True,True,False,0.967
38848,"Gattman, MS",MS,573,965,392,68.4,301,361,60,19.9,11.9,False,False,False,0.904
39747,"Kilmichael, MS",MS,1819,1492,-327,-18.0,1076,1028,-48,-4.5,11.6,True,True,False,0.986
72396,"Wynne, AR",AR,13726,12766,-960,-7.0,5672,5533,-139,-2.5,52.5,True,True,False,0.985
72651,"Midway, AR",AR,1145,1304,159,13.9,670,755,85,12.7,161.7,True,True,False,0.834
71647,"Hermitage, AR",AR,2318,1574,-744,-32.1,1118,899,-219,-19.6,6.1,True,True,False,0.969
74365,"Kenwood, OK",OK,4647,4277,-370,-8.0,2046,1904,-142,-6.9,52.0,True,True,False,0.82
71467,"Pollock, LA",LA,7245,8228,983,13.6,2294,2496,202,8.8,47.4,True,True,False,0.988
70040,"Poydras, LA",LA,1905,1056,-849,-44.6,909,509,-400,-44.0,11.1,True,True,True,0.65
71032,"Grand Cane, LA",LA,1828,2330,502,27.5,932,1015,83,8.9,19.9,True,True,False,0.98
70113,"New Orleans, LA",LA,6911,9387,2476,35.8,4814,5417,603,12.5,10254.6,True,True,False,0.926
70443,"Independence, LA",LA,9801,9006,-795,-8.1,3940,3547,-393,-10.0,118.1,True,True,False,0.939
71234,"Downsville, LA",LA,3467,5396,1929,55.6,1834,1983,149,8.1,46.2,True,True,False,0.994
88434,"San Jon, NM",NM,573,218,-355,-62.0,230,141,-89,-38.7,0.9,False,False,False,0.9
10037,"New York, NY",NY,17489,19031,1542,8.8,9449,10924,1475,15.6,81743.6,True,True,False,0.987
78840,"Del Rio, TX",TX,47902,47256,-646,-1.3,18071,18575,504,2.8,45.2,True,True,True,0.738
75751,"Athens, TX",TX,17142,18644,1502,8.8,6957,7655,698,10.0,103.4,True,True,False,0.866
76437,"Cisco, TX",TX,5559,5882,323,5.8,3087,2932,-155,-5.0,14.8,True,True,False,0.93
75941,"Diboll, TX",TX,9018,8461,-557,-6.2,2575,3016,441,17.1,97.1,True,True,False,0.956
76470,"Ranger, TX",TX,3595,3218,-377,-10.5,1925,1646,-279,-14.5,12.0,True,True,False,0.946
76082,"Carter, TX",TX,17956,24880,6924,38.6,6939,8538,1599,23.0,242.1,True,True,False,0.959
77484,"Waller, TX",TX,10630,14348,3718,35.0,3875,5257,1382,35.7,95.0,True,True,False,0.942
78076,"Zapata, TX",TX,12830,13123,293,2.3,5440,5788,348,6.4,23.8,True,True,False,0.774
77859,"Hearne, TX",TX,6478,7532,1054,16.3,3016,3484,468,15.5,48.0,True,True,False,0.956
75482,"Sulphur Springs, TX",TX,24557,26483,1926,7.8,10193,10808,615,6.0,84.5,True,True,False,0.98
24589,"Scottsburg, VA",VA,2413,1763,-650,-26.9,1138,964,-174,-15.3,23.3,True,True,False,0.94
23513,"Norfolk, VA",VA,31671,28628,-3043,-9.6,12395,12952,557,4.5,5645.4,True,True,False,0.989
36051,"Marbury, AL",AL,2030,3050,1020,50.2,1038,1144,106,10.2,58.5,True,True,False,0.901
35126,"Pinson, AL",AL,20439,22599,2160,10.6,7873,8691,818,10.4,375.9,True,True,False,0.943
26508,"Cheat Lake, WV",WV,30435,40231,9796,32.2,12779,17286,4507,35.3,326.7,True,True,False,0.98
26378,"Jane Lew, WV",WV,4557,4778,221,4.8,1909,2032,123,6.4,66.9,True,True,False,0.868
25541,"Milton, WV",WV,8871,9318,447,5.0,4222,4218,-4,-0.1,132.9,True,True,False,0.936
26866,"Pendleton County, WV",WV,989,989,0,0.0,726,631,-95,-13.1,10.3,False,True,True,0.712
25063,"Braxton County, WV",WV,1468,1309,-159,-10.8,857,714,-143,-16.7,17.7,True,True,False,0.98
00767,"Yabucoa zona urbana, PR",PR,38138,29962,-8176,-21.4,13967,14807,840,6.0,543.0,True,True,False,0.993
77316,"Conroe, TX",TX,14570,34694,20124,138.1,6250,13084,6834,109.3,268.9,True,True,False,0.946
92040,"Lakeside, CA",CA,41024,46216,5192,12.7,15589,16106,517,3.3,687.8,True,True,False,0.884
96001,"Redding, CA",CA,33577,33817,240,0.7,14619,14506,-113,-0.8,467.0,True,True,False,0.994
90211,"Beverly Hills, CA",CA,8097,9120,1023,12.6,3808,4282,474,12.4,13025.6,True,True,False,1.0
90814,"Long Beach, CA",CA,18260,19471,1211,6.6,9906,9725,-181,-1.8,14609.7,True,True,False,0.99
92866,"Orange, CA",CA,15035,15331,296,2.0,6082,6010,-72,-1.2,8042.4,True,True,False,0.989
65254,"Glasgow, MO",MO,2256,1869,-387,-17.2,958,919,-39,-4.1,18.0,True,True,False,0.938
95369,"Lake Don Pedro, CA",CA,1436,740,-696,-48.5,505,381,-124,-24.6,4.7,False,False,False,0.863
96091,"Coffee Creek, CA",CA,755,932,177,23.4,928,873,-55,-5.9,2.2,False,True,False,0.998
93546,"Mammoth Lakes, CA",CA,9207,9000,-207,-2.2,10191,10775,584,5.7,38.2,True,True,True,0.687
95605,"West Sacramento, CA",CA,13039,14896,1857,14.2,5058,5684,626,12.4,3820.2,True,True,False,1.0
93461,"Shandon, CA",CA,1397,1548,151,10.8,538,509,-29,-5.4,5.3,True,True,False,0.934
94019,"Half Moon Bay, CA",CA,17984,14419,-3565,-19.8,7061,5745,-1316,-18.6,241.4,True,True,False,0.798
78387,"Morgan Farm, TX",TX,10455,9640,-815,-7.8,4000,3799,-201,-5.0,56.0,True,True,False,0.965
77954,"Cuero, TX",TX,11391,11424,33,0.3,4447,4805,358,8.1,30.1,True,True,False,0.919
01585,"West Brookfield, MA",MA,4448,4810,362,8.1,2024,2425,401,19.8,171.3,True,True,False,0.91
48202,"Detroit, MI",MI,16368,15780,-588,-3.6,10468,10380,-88,-0.8,4708.2,True,True,False,0.985
48456,"Minden City, MI",MI,918,788,-130,-14.2,481,377,-104,-21.6,17.7,False,False,False,0.983
66040,"Linn Valley, KS",KS,3298,3651,353,10.7,1856,2091,235,12.7,27.2,True,True,False,0.998
66419,"Denison, KS",KS,419,600,181,43.2,197,228,31,15.7,29.8,False,False,False,0.844
82630,"Natrona County, WY",WY,86,0,-86,-100.0,54,0,-54,-100.0,0.0,False,False,True,0.116
82225,"Lance Creek, WY",WY,2039,1616,-423,-20.7,1067,1048,-19,-1.8,1.5,True,True,False,0.931
25565,"Lincoln County, WV",WV,579,774,195,33.7,242,432,190,78.5,20.0,False,False,True,0.732
90265,"Malibu, CA",CA,17822,15918,-1904,-10.7,9066,8629,-437,-4.8,143.4,True,True,False,0.93
25962,"Rainelle, WV",WV,4181,3302,-879,-21.0,2056,1645,-411,-20.0,43.5,True,True,False,0.948
25045,"Clendenin, WV",WV,6182,4234,-1948,-31.5,2674,2094,-580,-21.7,32.3,True,True,False,0.931
25043,"Clay, WV",WV,1657,1165,-492,-29.7,912,698,-214,-23.5,11.9,True,True,False,0.98
24986,"White Sulphur Springs, WV",WV,5131,5014,-117,-2.3,3408,3073,-335,-9.8,20.8,True,True,False,0.911
25514,"Fort Gay, WV",WV,3701,3520,-181,-4.9,1723,1844,121,7.0,46.0,True,True,False,0.795
08006,"Barnegat Light, NJ",NJ,531,500,-31,-5.8,1091,1269,178,16.3,601.8,False,True,False,0.894
03101,"Manchester, NH",NH,2835,3201,366,12.9,1998,2041,43,2.2,4182.8,True,True,False,0.991
68440,"Steele City, NE",NE,122,109,-13,-10.7,74,78,4,5.4,4.9,False,False,False,0.866
68531,"Lincoln, NE",NE,89,186,97,109.0,42,50,8,19.0,30.9,False,False,True,0.632
69210,"Ainsworth, NE",NE,2452,2191,-261,-10.6,1387,1272,-115,-8.3,4.2,True,True,False,0.938
77448,"Hungerford, TX",TX,614,171,-443,-72.1,150,58,-92,-61.3,25.3,False,False,False,0.937
11414,"New York, NY",NY,28480,31308,2828,9.9,11634,12154,520,4.5,13561.7,True,True,False,1.0
95431,"Sonoma County, CA",CA,435,43,-392,-90.1,0,0,0,,357.1,False,False,True,0.63
29349,"Inman, SC",SC,29534,39083,9549,32.3,12387,15425,3038,24.5,508.3,True,True,False,0.977
29710,"Lake Wylie, SC",SC,27912,40595,12683,45.4,12348,16581,4233,34.3,355.8,True,True,False,0.972
29944,"Varnville, SC",SC,5303,4416,-887,-16.7,2299,2008,-291,-12.7,32.5,True,True,False,0.934
35085,"Jemison, AL",AL,9286,8683,-603,-6.5,3771,3448,-323,-8.6,83.4,True,True,False,0.964
08056,"Mickleton, NJ",NJ,4355,5434,1079,24.8,1429,1760,331,23.2,597.0,True,True,False,0.982
58831,"Alexander, ND",ND,585,1089,504,86.2,301,544,243,80.7,2.6,False,False,True,0.745
71071,"Sarepta, LA",LA,2521,2159,-362,-14.4,1165,1091,-74,-6.4,40.9,True,True,False,0.883
04758,"Mars Hill, ME",ME,1613,1405,-208,-12.9,731,660,-71,-9.7,40.0,True,True,False,1.0
04260,"Cumberland County, ME",ME,5489,5766,277,5.0,2114,2256,142,6.7,122.4,True,True,False,1.0
04294,"Wilton, ME",ME,4094,3982,-112,-2.7,2055,1953,-102,-5.0,74.5,True,True,False,0.897
04570,"Lincoln County, ME",ME,0,3,3,,121,76,-45,-37.2,11.0,False,False,False,1.0
04740,"Aroostook County, ME",ME,1204,1433,229,19.0,565,670,105,18.6,37.1,True,True,False,1.0
21622,"Fishing Creek, MD",MD,686,420,-266,-38.8,413,383,-30,-7.3,6.5,False,False,False,0.827
78661,"Caldwell County, TX",TX,152,835,683,449.3,105,241,136,129.5,202.5,False,False,True,0.585
35580,"Parrish, AL",AL,4143,3789,-354,-8.5,1724,1981,257,14.9,60.5,True,True,False,0.97
36029,"Fitzpatrick, AL",AL,827,792,-35,-4.2,377,317,-60,-15.9,6.8,False,False,False,0.857
36432,"Castleberry, AL",AL,2044,1940,-104,-5.1,1017,1247,230,22.6,14.1,True,True,False,0.897
72530,"Drasco, AR",AR,1635,1755,120,7.3,1248,1314,66,5.3,15.9,True,True,False,0.927
72087,"Hot Springs Village, AR",AR,2155,1732,-423,-19.6,873,743,-130,-14.9,27.9,True,True,False,0.92
84063,"Randlett, UT",UT,357,322,-35,-9.8,142,192,50,35.2,3.7,False,False,False,0.78
84530,"La Sal, UT",UT,213,402,189,88.7,150,145,-5,-3.3,0.6,False,False,True,0.301
84761,"Parowan, UT",UT,2908,3044,136,4.7,1472,1483,11,0.7,23.9,True,True,False,0.852
84037,"Kaysville, UT",UT,32713,39415,6702,20.5,9190,11415,2225,24.2,811.0,True,True,True,0.381
84713,"Beaver, UT",UT,3771,4330,559,14.8,1580,1758,178,11.3,27.7,True,True,True,0.49
19383,"West Chester, PA",PA,3127,6537,3410,109.1,0,180,180,,15667.3,True,False,True,0.144
17034,"Highspire, PA",PA,2730,3071,341,12.5,1344,1555,211,15.7,3787.3,True,True,False,0.92
17508,"Brownstown, PA",PA,131,1125,994,758.8,65,370,305,469.2,3958.3,False,False,True,0.426
15745,"Heilwood, PA",PA,391,239,-152,-38.9,183,130,-53,-29.0,188.3,False,False,False,0.925
99767,"Rampart, AK",AK,38,0,-38,-100.0,43,0,-43,-100.0,0.0,False,False,True,0.298
15348,"Millsboro, PA",PA,165,39,-126,-76.4,116,29,-87,-75.0,289.9,False,False,False,1.0
56628,"Bigfork, MN",MN,1545,1675,130,8.4,1718,1656,-62,-3.6,5.0,True,True,True,0.7
32008,"Branford, FL",FL,5127,5840,713,13.9,3077,3240,163,5.3,38.8,True,True,False,0.872
32681,"Marion County, FL",FL,147,286,139,94.6,88,133,45,51.1,1959.5,False,False,True,0.36
31029,"Forsyth, GA",GA,15480,19403,3923,25.3,6264,7306,1042,16.6,79.6,True,True,False,0.996
61051,"Milledgeville, IL",IL,1526,1469,-57,-3.7,764,673,-91,-11.9,29.0,True,True,False,0.968
93285,"Wofford Heights, CA",CA,2446,2920,474,19.4,2311,2225,-86,-3.7,53.7,True,True,False,0.848
96076,"Platina, CA",CA,134,148,14,10.4,77,53,-24,-31.2,0.7,False,False,True,0.701
95327,"Jamestown, CA",CA,9891,8752,-1139,-11.5,3248,3257,9,0.3,55.1,True,True,False,0.855
95454,"Laytonville, CA",CA,2256,1670,-586,-26.0,1250,1057,-193,-15.4,5.4,True,True,False,0.792
29424,"Charleston, SC",SC,448,1243,795,177.5,76,65,-11,-14.5,32643.0,False,False,True,0.485
57780,"Pennington County, SD",SD,177,70,-107,-60.5,83,66,-17,-20.5,0.2,False,False,False,0.75
14810,"Bath, NY",NY,12325,11534,-791,-6.4,6075,6038,-37,-0.6,95.7,True,True,False,0.962
14058,"Elba, NY",NY,2361,2370,9,0.4,831,800,-31,-3.7,58.0,True,True,False,0.976
44481,"Lordstown, OH",OH,10640,10206,-434,-4.1,4466,4747,281,6.3,179.2,True,True,False,0.952
45209,"Cincinnati, OH",OH,9745,10570,825,8.5,6225,6572,347,5.6,4669.8,True,True,False,0.988
41180,"Lawrence County, KY",KY,1146,642,-504,-44.0,566,454,-112,-19.8,8.5,False,True,False,0.873
57021,"Davis, SD",SD,236,319,83,35.2,117,130,13,11.1,10.6,False,False,False,0.969
51637,"College Springs, IA",IA,278,171,-107,-38.5,110,85,-25,-22.7,136.6,False,False,False,0.863
76692,"Whitney, TX",TX,8956,9853,897,10.0,5164,5275,111,2.1,86.9,True,True,False,1.0
20646,"La Plata, MD",MD,18274,21400,3126,17.1,7046,8332,1286,18.3,268.3,True,True,False,0.955
21136,"Reisterstown, MD",MD,34895,32088,-2807,-8.0,13056,13837,781,6.0,571.0,True,True,False,0.942
01741,"Middlesex County, MA",MA,4814,5239,425,8.8,1702,1805,103,6.1,343.0,True,True,False,1.0
74522,"Alderson, OK",OK,240,128,-112,-46.7,119,89,-30,-25.2,24.0,False,False,True,0.019
97639,"Sprague River, OR",OR,512,15,-497,-97.1,270,107,-163,-60.4,0.3,False,False,True,0.664
97536,"Prospect, OR",OR,1117,1309,192,17.2,577,571,-6,-1.0,18.6,True,True,False,0.941
97462,"Fair Oaks, OR",OR,3892,4044,152,3.9,1691,1937,246,14.5,18.4,True,True,False,0.929
97380,"Siletz, OR",OR,2585,2360,-225,-8.7,1034,962,-72,-7.0,39.4,True,True,False,0.938
87419,"Navajo Dam, NM",NM,328,458,130,39.6,299,327,28,9.4,1.8,False,False,False,0.894
71772,"Whelen Springs, AR",AR,39,18,-21,-53.8,14,11,-3,-21.4,95.2,False,False,True,0.417
80503,"Longmont, CO",CO,31658,35846,4188,13.2,13320,15737,2417,18.1,390.7,True,True,False,0.941
80512,"Fort Collins, CO",CO,1967,1903,-64,-3.3,1513,1400,-113,-7.5,4.0,True,True,False,0.983
81323,"Dolores, CO",CO,5235,5191,-44,-0.8,2899,2767,-132,-4.6,6.9,True,True,False,0.92
31329,"Springfield, GA",GA,9560,9609,49,0.5,3569,3696,127,3.6,104.1,True,True,False,0.995
11970,"Jamesport, NY",NY,846,416,-430,-50.8,435,304,-131,-30.1,1056.2,False,False,False,1.0
30912,"Augusta-Richmond County consolidated government (balance), GA",GA,241,0,-241,-100.0,0,0,0,,0.0,False,False,False,0.996
31771,"Norman Park, GA",GA,6141,7059,918,14.9,2241,2292,51,2.3,62.5,True,True,False,0.929
10505,"Westchester County, NY",NY,629,1119,490,77.9,162,440,278,171.6,1443.8,False,False,False,0.846
54531,"Oneida County, WI",WI,1471,1385,-86,-5.8,1515,1512,-3,-0.2,21.5,True,True,False,0.966
54931,"Dale, WI",WI,233,364,131,56.2,112,145,33,29.5,727.0,False,False,True,0.125
15952,"Salix, PA",PA,1605,1015,-590,-36.8,668,489,-179,-26.8,306.2,True,True,False,0.995
06232,"Tolland County, CT",CT,3143,3152,9,0.3,1233,1238,5,0.4,204.1,True,True,False,1.0
06090,"Hartford County, CT",CT,1209,1136,-73,-6.0,430,455,25,5.8,85.7,True,True,False,1.0
81152,"San Luis, CO",CO,1241,1244,3,0.2,1016,900,-116,-11.4,2.6,True,True,False,0.874
32331,"Greenville, FL",FL,5026,4585,-441,-8.8,2264,2194,-70,-3.1,13.6,True,True,False,0.817
11579,"Sea Cliff, NY",NY,5290,5033,-257,-4.9,1975,1963,-12,-0.6,4521.4,True,True,False,1.0
66112,"Kansas City, KS",KS,11210,12881,1671,14.9,5252,5617,365,6.9,2345.5,True,True,False,0.993
28645,"Lenoir, NC",NC,46458,45997,-461,-1.0,22302,21674,-628,-2.8,139.8,True,True,False,0.969
28562,"New Bern, NC",NC,34059,39082,5023,14.7,16282,19148,2866,17.6,257.6,True,True,False,0.973
27332,"Sanford, NC",NC,28564,36947,8383,29.3,11937,14584,2647,22.2,345.0,True,True,False,0.965
27983,"Windsor, NC",NC,10252,8007,-2245,-21.9,4577,3811,-766,-16.7,25.2,True,True,False,0.961
28164,"Lowesville, NC",NC,12633,16874,4241,33.6,5500,6730,1230,22.4,411.5,True,True,False,0.943
27301,"McLeansville, NC",NC,8974,11067,2093,23.3,3544,4282,738,20.8,332.4,True,True,False,0.937
27707,"Durham, NC",NC,44280,51274,6994,15.8,20765,23657,2892,13.9,2476.3,True,True,False,0.963
27886,"Tarboro, NC",NC,22522,18381,-4141,-18.4,9551,8946,-605,-6.3,96.0,True,True,False,0.996
25112,"Institute, WV",WV,93,206,113,121.5,0,0,0,,4130.5,False,False,True,0.659
82729,"Sundance, WY",WY,2321,2331,10,0.4,1228,1214,-14,-1.1,4.3,True,True,False,0.965
82712,"Beulah, WY",WY,195,163,-32,-16.4,126,213,87,69.0,2.1,False,False,False,0.918
15434,"Elco, PA",PA,290,280,-10,-3.4,158,148,-10,-6.3,1601.3,False,False,False,0.972
21869,"Vienna, MD",MD,758,827,69,9.1,441,421,-20,-4.5,9.5,False,True,False,0.939
97326,"Blodgett, OR",OR,1053,759,-294,-27.9,468,404,-64,-13.7,6.5,False,True,False,0.913
78881,"Sabinal, TX",TX,2149,1283,-866,-40.3,1090,657,-433,-39.7,4.9,True,True,False,0.757
